gene;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
LRP4;1,62191525416304e-17;0,654153215726488;0,462;0,149;2,91701458461223e-13
CALM2;1,77463298804903e-17;0,566917342435881;0,999;0,990;3,19167742900617e-13
STMN2;1,97490226956080e-17;0,864369548494467;0,927;0,861;3,55186173180510e-13
ANK2;1,97669923225750e-17;0,509503791855080;0,914;0,760;3,55509356921512e-13
ATP5F1B;2,40034351771570e-17;0,474171360304309;0,974;0,933;4,31701781661168e-13
SOX11;2,41044007710727e-17;0,556462473689043;0,729;0,452;4,33517647867743e-13
COX7A2;3,03520175447432e-17;0,457576087736265;0,986;0,971;5,45881035542206e-13
CLSTN1;3,24621217670405e-17;0,516950215920462;0,926;0,774;5,83831259980223e-13
WSB2;3,44302614925956e-17;0,594573958306269;0,669;0,385;6,19228252944331e-13
DYNC1H1;3,74390057417108e-17;0,541198152164773;0,869;0,668;6,73340518264669e-13
SCG2;4,07659484954161e-17;-0,590219622332383;0,521;0,779;7,33175583690058e-13
MAP4;5,30977198883572e-17;0,498393993151690;0,763;0,481;9,54962492192105e-13
RUFY3;5,89775987682692e-17;0,533269944038662;0,767;0,486;1,06071211384732e-12
MALAT1;6,30992585558207e-17;-0,553593878008452;0,883;0,990;1,13484016512643e-12
DPYSL2;7,26510741936135e-17;0,555508521937685;0,981;0,957;1,30662956937214e-12
PPIA;8,12318722432147e-17;0,427821724230146;0,998;0,990;1,46095522229422e-12
FDPS;1,31298450143661e-16;0,524488502306150;0,717;0,438;2,36140262583374e-12
DST;1,40162819055030e-16;0,596473303301556;0,794;0,505;2,52082830070472e-12
MLLT11;1,62553419296362e-16;0,627808436695748;0,887;0,774;2,92352324604506e-12
CLASP2;1,77175648055709e-16;0,576015959049264;0,707;0,447;3,18650403028193e-12
SNN;1,84055475873755e-16;0,530114487694730;0,597;0,293;3,31023773358949e-12
NSG2;1,89155970379189e-16;0,778839653482986;0,837;0,635;3,40197012726971e-12
SPTAN1;2,02789685646414e-16;0,546836041642238;0,966;0,909;3,64717249635075e-12
PAMR1;2,27764539406681e-16;-0,589493342073064;0,293;0,587;4,09634524122917e-12
USP22;2,36330943199004e-16;0,495743892523377;0,935;0,812;4,25041201343409e-12
YWHAE;2,85275400381956e-16;0,422061511637192;0,974;0,947;5,13067807586947e-12
SST;3,02767305383848e-16;0,645263484196201;0,337;0,053;5,44526998732851e-12
TSPAN7;3,05783378142021e-16;0,700093667886164;0,782;0,524;5,49951405588425e-12
BLCAP;4,35343469752583e-16;0,520775025481297;0,860;0,668;7,82965230350021e-12
ATP5F1A;5,95936881909039e-16;0,429406911890845;0,963;0,904;1,07179248211341e-11
RTN1;6,83253535465070e-16;0,700443388303692;0,948;0,909;1,22883148353393e-11
HSBP1;7,66407587165215e-16;0,402917561928677;0,965;0,923;1,37838404551664e-11
SARAF;7,97476695522466e-16;0,503678491984797;0,959;0,918;1,43426183689715e-11
HNRNPA2B1;8,06431089682122e-16;0,450936347649516;0,987;0,962;1,45036631479330e-11
MAP1B;9,14164777555562e-16;0,511341937955772;0,998;1,000;1,64412535243368e-11
STXBP1;9,77612865285673e-16;0,716102657150857;0,773;0,572;1,75823673821628e-11
HOXB9;1,01194939959173e-15;0,589958590627298;0,581;0,284;1,81999099516573e-11
SELENOW;1,04125381808164e-15;0,422471932205953;0,993;0,986;1,87269499181982e-11
PIP4K2B;1,10161982265322e-15;0,545289101491568;0,704;0,447;1,98126325104182e-11
HES4;1,12601907772813e-15;0,505571898517583;0,527;0,226;2,02514531129404e-11
CAMK2N1;1,45868797447797e-15;0,606950456594514;0,757;0,534;2,62345032209864e-11
C1QL1;1,94755118517616e-15;-0,507462544969096;0,616;0,856;3,50267080653932e-11
PCBP4;2,14780251033973e-15;0,513553239919912;0,640;0,332;3,86282281484601e-11
GAP43;2,41803001229217e-15;0,727409137262417;0,907;0,755;4,34882697710746e-11
APC2;2,67719548018568e-15;0,543972173019576;0,746;0,534;4,81493607111394e-11
HS6ST1;3,34335600239034e-15;0,500383236650119;0,594;0,288;6,01302577029902e-11
VDAC3;3,50775939790240e-15;0,503581463812513;0,689;0,413;6,30870527712747e-11
PKIA;3,56243107235594e-15;0,584995551540364;0,837;0,673;6,40703228363215e-11
PSAP;3,69494211907549e-15;0,502553486733886;1,000;0,981;6,64535340115726e-11
LMO3;3,73859963548609e-15;0,458988368283067;0,439;0,144;6,72387144442173e-11
FHL1;3,96475418926383e-15;0,489045294660719;0,842;0,639;7,13061040939099e-11
MT-CYB;4,43298304010899e-15;-0,714841787065063;1,000;1,000;7,97271999763602e-11
ATXN10;4,45073733467960e-15;0,494049009548264;0,784;0,534;8,00465109642126e-11
FASN;4,66660569561211e-15;0,553935416143837;0,764;0,524;8,39289034355838e-11
ABAT;6,07889601596640e-15;0,500466426433010;0,581;0,284;1,09328944847156e-10
STMN4;6,21195758585123e-15;0,614409205279918;0,757;0,495;1,11722057181534e-10
VCP;6,40637688671161e-15;0,428759435427598;0,746;0,462;1,15218688307508e-10
CHD3;6,43934584668769e-15;0,510959277699985;0,667;0,399;1,15811635052678e-10
UQCRQ;6,76758233170650e-15;0,412954846967244;0,987;0,962;1,21714968235741e-10
SRP9;7,93737799347045e-15;0,456002739666761;0,843;0,606;1,42753743212566e-10
COX5B;8,12783867083933e-15;0,435705023317459;0,931;0,841;1,46179178495045e-10
OCIAD1;8,36411673329855e-15;0,489273199258357;0,912;0,812;1,50428639448374e-10
PAK3;8,47186293619428e-15;0,668151109317830;0,547;0,293;1,52366454907454e-10
RBM3;9,73178645572266e-15;0,470285255027604;0,708;0,428;1,75026179406172e-10
ENAH;1,05621232739949e-14;0,461828142820607;0,645;0,351;1,89959787082798e-10
PEG10;1,28016673990006e-14;0,566746179085506;0,892;0,851;2,30237988171027e-10
VSTM2L;1,35345492209380e-14;0,617383724977651;0,578;0,327;2,43418867738570e-10
ACAT2;1,55264883579266e-14;0,536816196965463;0,502;0,221;2,79243893117310e-10
SLC38A1;1,59266468117256e-14;0,525840094445970;0,558;0,284;2,86440742908885e-10
BEX2;1,72633123669566e-14;0,541733700823577;0,796;0,572;3,10480672919714e-10
YWHAG;1,86285563300338e-14;0,573725130456223;0,889;0,808;3,35034585595658e-10
FYN;2,07254562895952e-14;0,467684780900315;0,686;0,404;3,72747331368370e-10
ATP6AP2;2,29173910129076e-14;0,463567320739127;0,747;0,510;4,12169277367142e-10
NES;2,32833320440670e-14;0,516787343693346;0,823;0,673;4,18750726812545e-10
INA;2,37939029260183e-14;0,686395171797661;0,810;0,606;4,27933344124439e-10
UBE2QL1;2,44839322127002e-14;0,630717218683386;0,644;0,404;4,40343520845412e-10
SNRNP200;2,53100274119048e-14;0,429891222183291;0,748;0,466;4,55200843003107e-10
QKI;2,79913954034718e-14;0,543640912436998;0,721;0,481;5,03425246331440e-10
EIF4A1;3,21313202844586e-14;0,418145344817981;0,933;0,841;5,77881795315987e-10
HSPE1;3,54593814648400e-14;0,425253987294669;0,872;0,673;6,37736975645148e-10
ATP5MD;3,54914342647961e-14;0,419425528213358;0,975;0,933;6,38313445252357e-10
TMOD2;4,01939958116929e-14;0,573548880177113;0,499;0,236;7,22889014673297e-10
LAMTOR5;4,02377988182649e-14;0,458723477277684;0,761;0,490;7,23676811746495e-10
ATP9A;4,79860064799638e-14;0,526237199695195;0,720;0,447;8,63028326542149e-10
DMD;5,08169044483595e-14;-0,545365248147690;0,303;0,538;9,13942026503745e-10
GNAS;5,20529938001602e-14;0,435752694440793;1,000;1,000;9,36173093495881e-10
MAP7D1;5,42434184377491e-14;0,488856002721383;0,735;0,457;9,75567880602917e-10
STMN3;6,15341343205045e-14;0,555268699387377;0,806;0,567;1,10669140575427e-09
NDUFB2;6,31174597751487e-14;0,432558700618024;0,906;0,750;1,13516751405605e-09
TIMP2;6,55878719529595e-14;0,456678718502996;0,943;0,851;1,17959787707398e-09
PACS2;7,71211916514563e-14;0,468228642789098;0,688;0,423;1,38702463185144e-09
SKP1;8,28637442698443e-14;0,402590489626699;0,985;0,971;1,49030444069315e-09
NRCAM;9,60871192825092e-14;0,508413627623551;0,469;0,197;1,72812684029593e-09
PGD;9,74491914802510e-14;0,463587777099463;0,645;0,380;1,75262370877231e-09
CRYAB;1,12517582639069e-13;0,808796648752520;0,551;0,298;2,02362872376366e-09
LRIG1;1,78463192629809e-13;0,500342488883784;0,450;0,183;3,20966051944711e-09
NSG1;2,02297969716506e-13;0,594000797539700;0,880;0,673;3,63832898535136e-09
SEMA5B;2,10060762791685e-13;0,439893596350852;0,397;0,125;3,77794281880846e-09
PRRC2B;2,21550526598182e-13;0,427197269247797;0,792;0,577;3,98458622086831e-09
COX7B;2,24745580198638e-13;0,400973919640798;0,923;0,832;4,04204925987250e-09
HNRNPD;2,49435503460882e-13;0,437136978810591;0,756;0,505;4,48609752974396e-09
MAP6;2,73777341579969e-13;0,492606100085177;0,747;0,519;4,92388548831575e-09
FOS;2,90045568798973e-13;0,382861998281470;0,238;0,014;5,21646955484953e-09
IGFBP5;3,47481056677719e-13;0,589320005593630;0,963;0,947;6,24944680434878e-09
OAZ1;3,78237211607499e-13;0,373933306491078;0,973;0,933;6,80259625076087e-09
GSTA4;3,78842367265642e-13;0,449790779620996;0,722;0,476;6,81347997527257e-09
KIF1A;3,86887619064915e-13;0,524173667644945;0,782;0,558;6,95817382888249e-09
MORF4L2;4,91254667315493e-13;0,420367300282002;0,893;0,808;8,83521519166914e-09
IFITM3;4,96456298120176e-13;-0,450776240712953;0,373;0,639;8,92876652169137e-09
TTC3;5,23809861791998e-13;0,401604665857202;0,956;0,870;9,42072036432908e-09
MT-ND5;5,35563122791179e-13;-0,621568632800364;0,921;0,966;9,63210276339936e-09
BAALC;5,57488394317076e-13;0,479066509168397;0,523;0,255;1,00264287717926e-08
HINT1;6,48506484318811e-13;0,337301449701702;0,992;0,971;1,16633891204738e-08
SRI;7,04699167733519e-13;0,447748625081755;0,588;0,322;1,26740145316873e-08
HAPLN1;7,10132512799423e-13;-0,261047413152061;0,040;0,178;1,27717332426976e-08
NCAN;7,42633765994761e-13;0,438768004905340;0,477;0,212;1,33562682814158e-08
TMA7;8,16554395324261e-13;0,351221697132310;0,980;0,986;1,46857307999068e-08
CHCHD2;9,69882851592357e-13;-0,457134412576076;0,243;0,476;1,74433430858885e-08
TMSB10;9,73676849115772e-13;0,499343592800408;1,000;1,000;1,75115781313472e-08
GPC1;1,05029714035233e-12;0,408346907696997;0,728;0,481;1,88895940692366e-08
TXN;1,09061608366081e-12;0,414676188204146;0,887;0,769;1,96147302646397e-08
PAFAH1B1;1,13229673511645e-12;0,451293008787238;0,776;0,577;2,03643567810693e-08
SFPQ;1,15745191909880e-12;0,436844043102752;0,909;0,808;2,08167727649920e-08
HMGCR;1,16459133467409e-12;0,553504134598144;0,611;0,404;2,09451751541135e-08
COL6A1;1,29506794468245e-12;0,506000747899606;0,826;0,702;2,32917969851139e-08
ATP2A2;1,31443617050621e-12;0,400228110125900;0,867;0,707;2,36401345265542e-08
ATP6V0E2;1,34356746444167e-12;0,494702565924716;0,736;0,524;2,41640608479835e-08
TCEAL7;1,42666991834271e-12;0,431768953345388;0,470;0,207;2,56586584813937e-08
MTRNR2L12;1,48297259893234e-12;-0,737087466020009;0,627;0,841;2,66712621917982e-08
GNG2;1,58374864501332e-12;0,537165797141863;0,742;0,548;2,84837193805646e-08
CACNA1E;1,73431082376829e-12;0,466552893811700;0,485;0,231;3,11915801654727e-08
MT-ND4L;2,13554216980205e-12;-0,615777514704539;0,598;0,784;3,84077259238899e-08
NDUFV1;2,34049408942083e-12;0,370089158008581;0,697;0,399;4,20937861982336e-08
