gene_name,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
FABP7,3.6772248464663454e-8,0.2898803846874809,0.813,0.645,6.627830063270941e-4
SEC11C,3.714520481814933e-8,0.3280582769124387,0.558,0.395,6.695051716423234e-4
HNRNPK,3.7833156455511875e-8,0.2650219133871192,0.958,0.929,6.819048119541461e-4
PNMA8A,3.79382877767119e-8,0.30121055825197857,0.464,0.294,6.837996988874553e-4
DHX9,3.820679007870497e-8,0.30083562259914365,0.583,0.426,6.886391843785784e-4
TRAK1,3.999287381795905e-8,0.32128247158283546,0.493,0.334,7.20831557694894e-4
MMD,4.040571706084471e-8,0.2799900917691554,0.356,0.189,7.28272644304665e-4
PRR36,4.22424839077913e-8,0.28469395107711726,0.438,0.264,7.613785299540305e-4
SERPINI1,4.407427365072236e-8,0.3059797647496999,0.329,0.169,7.943947082806198e-4
HID1,4.435816573520986e-8,0.26936660599992385,0.313,0.155,7.995115792114225e-4
ARGLU1,4.4378220710063795e-8,0.2787652756288871,0.716,0.564,7.998730500781898e-4
MTCH1,4.456365124677527e-8,0.27119590487105816,0.879,0.821,8.032152500718775e-4
SLC17A6,4.491725452340835e-8,0.2574215931807049,0.272,0.118,8.095885955299121e-4
CMC2,4.7195541048599095e-8,0.27324659962429126,0.342,0.182,8.506524318599501e-4
LRP8,4.7669849045540155e-8,0.2912414261669138,0.439,0.27,8.592013591968157e-4
ACADVL,4.861530615851165e-8,0.2831573708478383,0.745,0.547,8.762422782010139e-4
BAALC,4.910677284445676e-8,0.30970228220354634,0.53,0.358,8.851004737484887e-4
ROGDI,4.9341623181324523e-8,0.2834556640445773,0.451,0.277,8.893334162201933e-4
NEFM,4.978194305936594e-8,0.39726807616855386,0.703,0.574,8.972697417020117e-4
ATP5MC3,4.998162912256209e-8,0.25311286001161926,0.879,0.814,9.008688833050591e-4
ERH,5.1486287953738006e-8,0.2524047135160792,0.737,0.581,9.279888540781738e-4
FNBP1L,5.505575985163712e-8,0.31779295099907756,0.58,0.422,9.923250155659074e-4
SMIM29,5.5187880462847574e-8,0.2685796613573896,0.378,0.213,9.947063574623648e-4
PPP2CB,5.699302684982485e-8,0.282923451910822,0.651,0.483,0.001027242315941243
DTD1,5.7486432833743286e-8,0.3012465090575155,0.49,0.321,0.001036135465395389
MAPK8IP3,5.7731227933100195e-8,0.30490149068467676,0.543,0.392,0.0010405476522661978
ANKRD10,5.946313536527651e-8,0.29445740328025805,0.576,0.412,0.0010717635518237437
MTURN,6.028233762733677e-8,0.31065787522539856,0.558,0.389,0.0010865288533951178
VPS9D1,6.056631055026929e-8,0.2701059425857879,0.315,0.159,0.0010916471813580536
LINC01405,6.17435173100791e-8,-0.2596206832410432,0.102,0.223,0.0011128651559968658
SPIRE2,6.203697817232867e-8,0.2634646526596669,0.267,0.118,0.001118154494578052
PSMB5,6.553693095432787e-8,0.27057424141022457,0.65,0.497,0.0011812376435208053
ACO2,6.613179469854121e-8,0.28280022391176773,0.629,0.476,0.0011919594676465068
FADS1,6.728781851650885e-8,0.2838796935189574,0.489,0.324,0.0012127956409415555
ANKRD13D,6.796734115051465e-8,0.2972853443449287,0.441,0.277,0.001225043356896876
GFRA1,6.914542521730683e-8,0.25347724184694437,0.343,0.182,0.0012462771441167381
RNF44,7.084953307863927e-8,0.29888214737502156,0.414,0.253,0.0012769919842093942
SLC25A1,7.176038336937663e-8,0.26707249059447125,0.568,0.395,0.0012934091498496443
MT-ND3,7.453683295442177e-8,-0.3746789512821813,0.999,1,0.001343451877170498
NCALD,7.55199802703301e-8,0.2744676186196766,0.531,0.361,0.0013611721243924296
CBLN2,7.625142580672079e-8,0.3568670570308474,0.48,0.318,0.0013743556987403354
MRPL41,7.822889706884826e-8,0.25632118587552266,0.579,0.402,0.001409997640768921
DEAF1,7.843752748704804e-8,0.3025627700204314,0.585,0.436,0.001413757995426554
SF3B2,7.916966869520514e-8,0.2771083261750332,0.61,0.456,0.0014269541085623774
BZW1,8.055169001767258e-8,0.263600988627803,0.668,0.51,0.0014518636608785306
CMIP,8.535507793835044e-8,0.2986534125721888,0.511,0.355,0.0015384399247608284
"NAPA",8.5492919012373e-8,0.2805287122872238,0.493,0.331,0.001540924372279011
SEMA6A,8.579930879664393e-8,0.2854042098643298,0.45,0.291,0.0015464467417507103
IK,8.62179078497613e-8,0.2877192562010954,0.493,0.328,0.0015539915710840976
ARNT2,8.704108740831299e-8,0.2784253464521097,0.382,0.223,0.0015688285594474332
ATP6V1A,8.793732479336125e-8,0.32152326079028304,0.546,0.399,0.0015849823420755432
GOLGA8B,8.992350763890426e-8,0.28206400585356717,0.415,0.253,0.0016207813016836103
PFKM,9.097292823978817e-8,0.2714667600466213,0.546,0.378,0.001639696058593942
INPP4A,9.357383161009283e-8,0.26541578846057096,0.394,0.23,0.0016865747409403132
CLCN3,9.400876600888758e-8,0.26068813239774546,0.52,0.348,0.0016944139985441897
RPL23,9.411957378830504e-8,-0.32002214717394306,0.959,0.986,0.00169641119796041
AKAP6,9.579265613960404e-8,0.27566452665052293,0.385,0.223,0.001726566834260223
PALM,9.690731226532913e-8,0.28685381287406875,0.596,0.443,0.0017466573962702922
SQSTM1,9.834661610619379e-8,0.290562560757601,0.653,0.507,0.001772599408698037
TM2D3,1.0123812170875405e-7,0.2779606673382269,0.434,0.27,0.0018247159056785829
RTF2,1.0299856763205545e-7,0.26469562119927015,0.508,0.334,0.0018564461830001674
PITPNA,1.0780515930386044e-7,0.3012266915910946,0.547,0.405,0.0019430801912927807
PDXP,1.0782461375787317e-7,0.28830861554981857,0.493,0.321,0.001943430838371906
PJA2,1.0848522798656394e-7,0.300773432072442,0.722,0.605,0.0019553377492298285
ARF3,1.0888607355091231e-07,0.27391612933042586,0.64,0.497,0.0019625625896816435
INSIG1,1.1087507629358984e-7,0.3161382494936722,0.405,0.25,0.001998412375115663
CSK,1.1200665463299855e-7,0.26000281307933326,0.372,0.209,0.002018807943105166
DIPK1B,1.1379013396908368e-7,0.28403465578875914,0.492,0.334,0.0020509533746587644
MFAP2,1.168106407665263e-7,-0.3682942218697509,0.49,0.645,0.00210539498917587
DHX30,1.1782248581575422e-7,0.28792031687379904,0.538,0.382,0.002123632484343154
RHBDL3,1.21173265637291e-7,0.27648130599201654,0.339,0.182,0.002184026939846533
PANK3,1.2144043631273542e-7,0.29807098803219817,0.457,0.307,0.002188842424100743
AUP1,1.2430986547591922e-7,0.2716891463821466,0.477,0.311,0.002240561015337968
SUCLG1,1.2775138638125502e-7,0.27948171270444006,0.438,0.274,0.0023025909881357405
OXCT1,1.2827742747870386e-7,0.2715207934767709,0.426,0.26,0.0023120723528761585
RBBP7,1.300609859390961e-7,0.3015813272150098,0.463,0.311,0.0023442192105662682
RPL36A,1.3236858815451993e-7,-0.29056661953003937,0.994,0.993,0.0023858114328970674
NCS1,1.3370840526586695e-7,0.2855419912930434,0.451,0.291,0.002409960296511986
C14orf132,1.3470414482281191e-7,0.3002308842067798,0.429,0.267,0.0024279075062863618
SDHA,1.4124624281628517e-7,0.2751301770594916,0.45,0.294,0.002545822280520724
TBCD,1.431483693372186e-7,0.2862367637798102,0.506,0.348,0.002580106208934028
GNAQ,1.4697790004503946e-7,0.2986820971112931,0.558,0.402,0.0026491296704117913
DGKD,1.4934645766751197e-7,0.2650761891512753,0.371,0.213,0.002691820552999236
PIN1,1.6291226256358623e-7,0.26128519037033215,0.627,0.459,0.002936330620446078
NLGN2,1.6699956567297555e-7,0.27856318180216766,0.618,0.459,0.003010000171689711
RAB7A,1.6803528293723142e-7,0.25064326723389274,0.673,0.514,0.0030286679396606593
DAG1,1.6898048361578395e-7,0.27983701255622695,0.522,0.358,0.00304570423669089
HOXA5,1.7295598848373103e-7,0.37108387754998773,0.478,0.334,0.003117358736430768
MIR100HG,1.7429922075243014e-7,0.30163536276095015,0.548,0.402,0.0031415691548418007
TTL,1.7474964877551644e-7,0.2742662869340072,0.384,0.23,0.0031496876695299085
AP2S1,1.7628552916668233e-7,0.2605332214092543,0.718,0.598,0.003177370377700282
ATP13A2,1.8246147122770974e-7,0.3146070094728908,0.579,0.436,0.0032886855574082406
RNF11,1.887164767367126e-7,0.2677002286087522,0.584,0.426,0.003401425776702508
ENTPD6,1.8883047899094725e-7,0.26370500818166565,0.409,0.243,0.003403480553332833
TP53BP1,1.8989792774813039e-7,0.2742242460778306,0.612,0.463,0.0034227202497323023
FAM3C,1.9139419443196646e-7,0.2807347085809826,0.532,0.372,0.0034496889604417637
MAPK10,1.9837491473487753e-7,0.2652630201790878,0.458,0.291,0.0035755094631814326
TMEM35A,2.0250630936151259e-7,0.3139146513086068,0.435,0.274,0.0036499737199319027
PKIB,2.0391736002576716e-7,-0.2587231479776552,0.116,0.233,0.0036754064971044275
UBR5,2.0871388901810175e-7,0.26275860625787584,0.366,0.209,0.003761859135662266
PNMA1,2.208330203216885e-7,0.2833628683257001,0.701,0.574,0.0039802943582781134
PIP5K1C,2.2782493937979198e-7,0.30184952573289464,0.429,0.277,0.004106316707381371
PPP1R1B,2.39854122748633e-7,-0.5049564743397411,0.409,0.544,0.004323130708421361
CCT7,2.620971277541281e-7,0.2599302493768417,0.682,0.537,0.004724038630640405
ATP6V0D1,2.6745676437960057e-7,0.28098953416512806,0.536,0.395,0.0048206407211779205
TNPO2,2.7299510278024804e-7,0.2737993161496041,0.456,0.297,0.0049204637325111905
VEGFB,2.746195158884907e-7,0.2518188412405842,0.676,0.514,0.004949742154374157
SAT2,2.8120962758855103e-7,0.28646484703971764,0.585,0.429,0.005068522327656044
NOL7,2.8341356604316214e-7,0.2656342296815031,0.411,0.25,0.005108246114361954
RPL17,2.8575912526272256e-7,-0.2557963727988968,1,1,0.005150522473735312
CD99L2,2.911554803726278e-7,0.2763036998067758,0.482,0.328,0.005247786378236243
HNRNPR,3.045302114090851e-7,0.26221730079304073,0.606,0.446,0.00548885253043735
CD200,3.061046339511134e-7,0.26511681528762504,0.428,0.267,0.0055172299223348676
UBE2M,3.1246163284927475e-7,0.2565905715622152,0.562,0.399,0.005631808470475328
CIRBP,3.310571134227089e-7,0.25677283964484987,0.99,0.966,0.005966973412330905
LAMTOR1,3.41914570522206e-7,0.2680182354994798,0.58,0.422,0.006162668219092241
ABLIM1,3.47459836827254e-7,0.25156683142503833,0.492,0.328,0.006262616098974426
VAPA,3.491282756985414e-7,0.2720596619645077,0.665,0.527,0.0062926880411905105
MT-ND4,3.64007473099767e-7,-0.3576214587572739,1,1,0.0065608706951502
DKK3,3.6535463427843275e-7,0.29153917980862776,0.835,0.706,0.006585151928234472
ATOX1,3.6863869532614657e-7,0.26393539091032014,0.749,0.635,0.006644343844558466
ARL6IP1,3.7042366204440914e-7,0.26728672117571206,0.664,0.524,0.00667651608468843
EEF1A2,3.82361402340291e-7,0.2996454936364075,0.426,0.274,0.006891681915781405
MAN2C1,3.830067405333482e-7,0.2623156290846239,0.424,0.264,0.0069033134913730676
DDB1,3.8732784957228955e-7,0.2791361734009946,0.624,0.486,0.006981197160690946
TGFBI,3.886359163353531e-7,-0.3308389803056039,0.169,0.307,0.007004773756028404
MYCBP2,3.951163466391155e-7,0.2948933062575719,0.447,0.304,0.007121577031823418
SOGA1,4.0686406992907473e-7,0.2773078514087594,0.388,0.24,0.007333317996401643
H1FX,4.139527759380859e-7,0.27482370705305614,0.83,0.709,0.00746108483350806
CTIF,4.1855063881183337e-7,0.2708657992487032,0.416,0.264,0.007543956713944484
MEIS3,4.260077376084006e-7,0.27370267781979485,0.469,0.311,0.0076783634626538125
SRRM2,4.3160047740036247e-7,0.2527837218043192,0.77,0.659,0.007779167004664133
UPF3A,4.3439302776641445e-7,0.308271612894119,0.448,0.307,0.007829499932461854
TSPYL4,4.4189973746835126e-7,0.25833209181326716,0.406,0.257,0.007964800868129562
TCEAL2,4.4323922823731263e-7,0.27349469104792745,0.406,0.257,0.007988943849749323
RNF130,4.821409959473603e-7,0.2715098613807945,0.439,0.284,0.008690109310955221
NHP2,4.910705767921515e-7,0.25733639032559863,0.712,0.601,0.008851056076101739
GPI,4.992094638660733e-7,0.31198296250727275,0.778,0.676,0.008997751376722107
CENPX,5.009590005010272e-7,0.28329981000882565,0.477,0.318,0.009029285025030514
ARL8A,5.149331598190578e-7,0.254052812760654,0.47,0.311,0.009281155272578698
VOPP1,5.495771528393815e-7,0.2699215436911441,0.604,0.459,0.009905578602777012
DTX3,5.600190395165053e-7,0.27294848588779597,0.529,0.395,0.01009378316824549
PIK3R3,5.846294315500507e-7,0.29909891471685973,0.452,0.314,0.010537360874258115
SELENOT,6.029935713016181e-7,0.2534397739272891,0.483,0.324,0.010868356129140364
ARL4C,6.224135063045504e-7,0.28238451228706735,0.42,0.274,0.011218381037633217
CELSR2,6.553000793110246e-7,0.2738331340194562,0.446,0.294,0.011811128629501908
B4GALT2,6.672450370740433e-7,0.2634027528243159,0.506,0.355,0.012026424548222557
ID4,6.741451168615398e-7,-0.32409006987760125,0.797,0.875,0.012150791586312392
WNK2,6.744055962910962e-7,0.2848903380722937,0.622,0.486,0.012155486467550719
UBE2S,7.12627785787982e-7,0.2614800808339851,0.548,0.395,0.012844403211042587
CHMP5,7.238032330470576e-7,0.26392869286634435,0.49,0.341,0.013045829472440165
CCDC136,7.31885499852117e-7,0.30586492389911424,0.731,0.591,0.013191504249334556
SCAMP3,7.34270758988031e-7,0.25644422498189484,0.45,0.297,0.013234496160000272
LONRF2,7.519700073212414e-7,0.28239140584928324,0.556,0.409,0.013553507411958054
COX8A,7.533138296636189e-7,0.2527837218043194,0.88,0.811,0.013577728465857067
EFNA3,7.583773770365251e-7,0.26386722093333564,0.408,0.257,0.01366899384370633
MRPS6,7.585307710549562e-7,0.2748100281343183,0.529,0.378,0.01367175861749453
CCT2,7.758019284324562e-7,0.25997258342703866,0.582,0.419,0.01398305395806659
NDUFA5,7.778624242369653e-7,0.2510237488859932,0.671,0.52,0.014020192334447061
"NAP1L1",8.309583385503421e-7,-0.2696009942685913,0.785,0.858,0.014977193094031366
COL6A1,8.514921894513893e-7,0.31623401196759504,0.824,0.757,0.015347295222671841
EIF5,8.617191970738292e-7,0.2573428040281315,0.612,0.463,0.015531626808058698
CBX3,9.0539629362618e-7,0.2602371563102708,0.692,0.571,0.016318862796318268
AASDHPPT,9.11945146047598e-7,0.2678821065089194,0.522,0.385,0.01643689931236191
RAB3C,9.15187161134182e-7,0.26856927799845187,0.492,0.341,0.016495333392282496
RCN2,9.169363635233486e-7,0.2544040600835419,0.71,0.568,0.016526861016144836
NDUFA6,9.63025302696305e-7,0.25305825417197014,0.731,0.625,0.0173575680557982
PLXNA3,9.959748468132326e-7,0.2783999220490236,0.446,0.297,0.017951450638961704
FBXO44,1.0310327113873578e-6,0.2503561395676755,0.361,0.216,0.01858333359004574
UNC119,1.0557520548588544e-6,0.25431006033104225,0.441,0.291,0.019028875036775993
WSB1,1.1619891228095869e-6,0.2775339755289088,0.854,0.74,0.020943691949519994
SPIN1,1.1680360522701211e-6,0.2593892049148885,0.635,0.5,0.021052681806116663
C11orf49,1.1896063835815707e-6,0.25756462513344813,0.423,0.277,0.02144146545767423
SLC39A6,1.1960997835268302e-6,0.25745852530707997,0.465,0.311,0.02155850249828759
PLEKHB2,1.2101771067863638e-6,0.2786212386415292,0.492,0.345,0.02181223217271742
BRWD1,1.2120229810056135e-6,0.27507264071615145,0.48,0.341,0.02184550220964518
NEDD8,1.2371838804630826e-6,0.27119101443504823,0.885,0.855,0.0222990022614666
NDUFB4,1.2855391141288081e-6,0.25580819204354177,0.83,0.743,0.023170556993057638
EFR3B,1.3357820537059935e-6,0.2563211858755227,0.468,0.324,0.024076135735996828
RHOB,1.34932145959637e-6,0.26887597288738785,0.477,0.338,0.024320169987764973
CKM,1.3574214149007229e-6,0.3095995695182182,0.494,0.355,0.02446616358217063
HOXC6,1.3917199137734464e-6,0.26983599235000394,0.471,0.331,0.025084359725852597
GLUL,1.4825821031980462e-6,0.2814827391555841,0.488,0.341,0.026722059828041586
QKI,1.7196879288025348e-6,0.2981323773513094,0.718,0.595,0.030995655228736887
AARS,1.7228064771035391e-6,0.2870937854070088,0.5,0.368,0.03105186394331419
CA10,1.8934535818338214e-6,0.2508375069022638,0.325,0.186,0.03412760735897279
GABARAPL1,1.988084636921913e-6,0.2623109245343299,0.525,0.395,0.03583323749588056
ATXN7L3B,2.193288952785637e-6,0.266205492395593,0.544,0.416,0.03953184008500832
NFE2L1,2.2544734780890332e-6,0.27033333049025476,0.534,0.389,0.040634629969076734
CS,2.454834809489015e-6,0.2562061491265505,0.498,0.358,0.04424594260623001
OGN,2.516445599396443e-6,-0.29524127118148474,0.21,0.331,0.045356415483521484
NSD2,2.5308109581253995e-6,0.2519140843527421,0.543,0.409,0.0456153367092522
COL12A1,2.771561300783804e-6,-0.2869109145736236,0.324,0.463,0.04995462088532729
"NAPB",2.9205518847127096e-6,0.25228042682594154,0.464,0.321,0.05264002717006188
RPL37,2.9823702894338597e-6,-0.28893396049297904,1,1,0.05375424209675589
BTBD2,2.9992936708532853e-6,0.2547009247986102,0.53,0.392,0.05405926912345961
CCDC80,3.122337521124065e-6,-0.33015678133162507,0.445,0.574,0.05627701148074015
MSI2,3.14000204012374e-6,0.2877041601167479,0.422,0.294,0.056595396771190284
MAP1LC3A,3.1849700019643156e-6,0.25740960165018667,0.445,0.294,0.057405899315404824
GOLIM4,3.291882700844577e-6,-0.25082710842814104,0.33,0.476,0.05933289380002266
ATP6V1E1,3.296381366227763e-6,0.2946607401553589,0.498,0.382,0.059413977744889206
HACD3,3.638451173526726e-6,0.253570574859488,0.561,0.422,0.06557944395164571
CARHSP1,3.7842259628208406e-6,0.25469614691122433,0.44,0.304,0.06820688875388284
SCG5,3.786730478774275e-6,0.26144511488534317,0.305,0.172,0.06825203014942753
ADD2,3.7991676193138934e-6,0.27850655292225934,0.565,0.436,0.06847619717051362
BIN1,4.0341607337756645e-6,0.2570093533355404,0.657,0.524,0.07271171306557257
RPL26,4.0952834484648336e-6,-0.282056442505386,0.999,0.997,0.07381338887513016
TCTEX1D2,4.397095959968914e-6,0.26055121980609075,0.544,0.419,0.07925325758247971
PSMB7,4.463834815186401e-6,0.250402700968949,0.662,0.551,0.08045615870891969
RPL23A,4.511696832651808e-6,-0.27080490316918393,0.98,0.983,0.08131882371171618
NRN1,4.53130990605666e-6,0.32716702783469226,0.414,0.274,0.08167232974676523
G3BP2,4.6535723874214706e-6,0.25901024187974886,0.582,0.466,0.08387598871088459
YARS,4.852139915170888e-6,0.2724526705045962,0.51,0.392,0.08745496983104008
SUPT5H,5.5717260758785114e-6,0.251039458657031,0.432,0.291,0.10042479079163429
FN1,5.587269842510506e-6,-0.2767763353817958,0.495,0.618,0.10070495164140937
NRXN2,5.785317920593938e-6,0.3037967607536082,0.514,0.399,0.10427457020078514
CERS5,5.930187532553843e-6,0.25071465690871353,0.398,0.264,0.10688570008675047
POLR2J,6.279517909970659e-6,0.25961501160056477,0.628,0.517,0.11318203080931116
GABRA5,6.308998924437435e-6,-0.3066824607696889,0.285,0.395,0.11371339661406032
COL3A1,6.8457675895353534e-6,-0.39073549839514454,0.916,0.983,0.1233881150337852
RFX4,7.390950844978061e-6,-0.32830189711888524,0.415,0.547,0.13321449802988458
SCAMP1,7.722269765521765e-6,0.2503756417151545,0.466,0.338,0.13918619025376427
CTNNA1,8.263398003967388e-6,-0.31443796801929325,0.767,0.855,0.1489394856235082
PLXNB1,8.991701274943107e-6,0.27072026760961554,0.547,0.429,0.16206642377957456
MLLT1,1.0846505560774441e-5,0.270414841405894,0.621,0.517,0.19549741622739852
FIBP,1.1230303541997756e-5,0.25547643419282046,0.445,0.314,0.20241499104096755
PFKP,1.3780253170070786e-5,0.29497312109503415,0.576,0.463,0.24837528313735585
CLU,1.7947609723078432e-5,0.5481784268750705,0.803,0.74,0.32348771764876566
YBX1,2.036033847992287e-5,0.3051828668641543,0.942,0.929,0.3669747407621298
MYEF2,2.6102687194078834e-5,0.25293200229583046,0.433,0.311,0.4704748339860769
GPT2,2.635287515060643e-5,0.28767330791908635,0.442,0.334,0.4749842217145303
PSAT1,2.7105844614898324e-5,0.28156816291426723,0.554,0.449,0.4885557433389274
BCAN,3.0716636308540874e-5,0.3384398063490277,0.544,0.443,0.5536366528251407
NFIA,9.338834856559404e-5,-0.3044151001901839,0.466,0.574,1
MYH8,1.383804565182322e-4,0.2819237709087279,0.627,0.554,1
ATP1B1,1.8632857861564773e-4,0.2595313633660936,0.875,0.811,1
SYT16,2.0084844426747968e-4,-0.26171921099811724,0.201,0.291,1
LAMA1,2.627222887217374e-4,0.25278372180431924,0.291,0.193,1
CA14,2.8080019008625923e-4,0.2994314259636184,0.612,0.547,1
H19,5.537941986187413e-4,-0.2589193170201416,0.435,0.53,1
ID2,7.844746991635507e-4,-0.2848939652272675,0.554,0.632,1
IGFBP5,0.001154086077484017,0.2631989567647439,0.964,0.966,1
TNNC2,0.0013948893484322445,0.33350830421240696,0.758,0.75,1
AQP1,0.0016753110588112006,0.48109297989527566,0.656,0.598,1
MYLPF,0.0022353354969721494,0.2925227274326323,0.963,0.956,1
THSD4,0.023955372268484834,0.2640141669115974,0.652,0.591,1
GDF10,0.03382856537201163,0.2882426600076209,0.439,0.395,1
COL1A1,0.04092388377768005,-0.3241960869375293,0.787,0.872,1
